Result,Number,,Time,Frequency (Hz),AC Level (V),DC Level (V),Set Point (C),Temperature ('C),Control ('C),AC Conductivity Real (S/m),AC Conductivity Imaginary (S/m),Relative Permittivity Real ,Relative Permittivity Imaginary ,impedance real,impedance imaginary
5107,37,31,14:23:28,31622.78,1,0,390,388.98,115.83,1.79E-03,8.98E-05,51.06512,1015.735,494.2465,-24.84779
5108,37,32,14:23:34,28183.83,1,0,390,388.98,115.83,1.78E-03,8.43E-05,53.77001,1136.607,495.7228,-23.45139
5109,37,33,14:23:39,25118.86,1,0,390,388.98,115.83,1.78E-03,8.06E-05,57.70071,1272.662,496.8387,-22.52597
5110,37,34,14:23:44,22387.21,1,0,390,388.98,115.83,1.77E-03,7.65E-05,61.43831,1424.918,497.9936,-21.47204
5111,37,35,14:23:50,19952.62,1,0,390,388.98,115.83,1.77E-03,7.27E-05,65.51659,1595.122,499.2228,-20.50462
5112,37,36,14:23:55,17782.79,1,0,390,388.98,115.83,1.77E-03,6.93E-05,70.07946,1786.325,500.2555,-19.62556
5113,37,37,14:24:00,15848.93,1,0,390,388.98,115.83,1.75E-03,6.80E-05,77.06956,1986.766,504.6852,-19.57748
5114,37,38,14:24:05,14125.38,1,0,390,388.98,115.83,1.75E-03,6.64E-05,84.55215,2221.234,506.5204,-19.2809
5115,37,39,14:24:11,12589.25,1,0,390,388.98,115.83,1.74E-03,6.33E-05,90.31497,2487.543,507.5486,-18.42752
5116,37,40,14:24:16,11220.18,1,0,390,388.98,115.83,1.74E-03,6.09E-05,97.63207,2785.789,508.5563,-17.8231
5117,37,41,14:24:21,10000,1,0,390,388.98,115.83,1.74E-03,5.89E-05,105.8137,3120.731,509.407,-17.27231
5118,37,42,14:24:27,8912.51,1,0,390,388.98,115.83,1.73E-03,5.74E-05,115.674,3495.702,510.2823,-16.88543
5119,37,43,14:24:32,7943.282,1,0,390,388.98,115.83,1.73E-03,5.56E-05,125.8435,3914.526,511.3196,-16.43782
5120,37,44,14:24:37,7079.458,1,0,390,388.98,115.83,1.73E-03,5.39E-05,136.9214,4387.478,511.8969,-15.97493
5121,37,45,14:24:43,6309.573,1,0,390,388.98,115.83,1.73E-03,5.26E-05,149.8249,4917.674,512.4572,-15.61283
5122,37,46,14:24:48,5623.413,1,0,390,388.98,115.83,1.72E-03,5.14E-05,164.2699,5508.312,513.3525,-15.3093
5123,37,47,14:24:53,5011.873,1,0,390,388.98,115.83,1.72E-03,5.02E-05,179.9945,6170.675,514.1835,-14.9984
5124,37,48,14:24:58,4466.836,1,0,390,388.98,115.83,1.72E-03,4.85E-05,195.122,6912.333,515.0503,-14.53889
5125,37,49,14:25:04,3981.072,1,0,390,388.98,115.83,1.72E-03,4.80E-05,216.7467,7745.916,515.7123,-14.43069
5126,37,50,14:25:09,3548.134,1,0,390,388.98,115.83,1.71E-03,4.71E-05,238.4348,8680.23,516.3705,-14.18404
5127,37,51,14:25:14,3162.278,1,0,390,388.98,115.83,1.72E-03,4.32E-05,245.5603,9770.269,514.801,-12.93871
5128,37,52,14:25:20,2818.383,1,0,390,388.98,115.83,1.71E-03,4.48E-05,285.4812,10898.14,517.8092,-13.56422
5129,37,53,14:25:25,2511.886,1,0,390,388.98,115.83,0.0017107,4.22E-05,302.0719,12241.8,517.262,-12.76367
5130,37,54,14:25:30,2238.721,1,0,390,388.98,115.83,1.71E-03,4.16E-05,333.7037,13758.07,516.4252,-12.52596
5131,37,55,14:25:36,1995.262,1,0,390,388.98,115.83,1.71E-03,4.21E-05,379.2719,15437.41,516.3972,-12.68703
5132,37,56,14:25:41,1778.279,1,0,390,388.98,115.83,1.71E-03,4.15E-05,419.4983,17281.66,517.5817,-12.56387
5133,37,57,14:25:46,1584.893,1,0,390,388.98,115.83,1.71E-03,4.09E-05,464.3095,19372.44,518.0676,-12.4168
5134,37,58,14:25:51,1412.537,1,0,390,388.98,115.83,1.70E-03,4.07E-05,518.0888,21695.49,519.0432,-12.39476
5135,37,59,14:25:57,1258.925,1,0,390,388.98,115.83,1.70E-03,4.06E-05,580.1654,24322.46,519.4764,-12.39111
5136,37,60,14:26:02,1122.018,1,0,390,388.98,115.83,1.70E-03,4.07E-05,651.4132,27285.93,519.5582,-12.40372
5137,37,61,14:26:07,1000,1,0,390,388.98,115.83,1.70E-03,4.07E-05,730.8275,30545.73,520.7404,-12.45907
5138,37,62,14:26:13,891.251,1,0,390,388.98,115.83,1.70E-03,4.06E-05,818.0467,34239.91,521.2425,-12.45333
5139,37,63,14:26:18,794.3282,1,0,390,388.98,115.83,0.0016962,4.09E-05,925.1505,38383.86,521.6983,-12.57428
5140,37,64,14:26:24,707.9457,1,0,390,388.98,115.83,1.69E-03,4.10E-05,1039.766,43024.8,522.2133,-12.62016
5141,37,65,14:26:29,630.9573,1,0,390,388.98,115.83,1.70E-03,4.12E-05,1173.084,48295.88,521.9802,-12.67865
5142,37,66,14:26:34,562.3413,1,0,390,388.98,115.83,1.69E-03,4.14E-05,1324.906,54100.15,522.8311,-12.80407
5143,37,67,14:26:40,501.1872,1,0,390,388.98,115.83,1.69E-03,4.18E-05,1497.797,60630.88,523.4335,-12.93065
5144,37,68,14:26:45,446.6836,1,0,390,388.98,115.83,1.69E-03,4.19E-05,1687.924,67975.76,523.8398,-13.00761
5145,37,69,14:26:50,398.1072,1,0,390,388.98,115.83,1.69E-03,4.22E-05,1904.166,76206.3,524.2739,-13.10002
5146,37,70,14:26:55,354.8134,1,0,390,388.98,115.83,1.69E-03,4.23E-05,2140.775,85528.59,524.1275,-13.11888
5147,37,71,14:27:01,316.2278,1,0,390,388.98,115.83,1.69E-03,4.25E-05,2414.552,96061,523.5989,-13.16098
5148,37,72,14:27:08,281.8383,1,0,390,388.98,115.83,1.69E-03,4.33E-05,2761.245,107611.5,524.4159,-13.45619
5149,37,73,14:27:13,251.1886,1,0,390,388.98,115.83,1.68E-03,4.37E-05,3126.359,120500.5,525.4594,-13.63293
5150,37,74,14:27:18,223.8721,1,0,390,388.98,115.83,1.68E-03,4.44E-05,3564.539,135069.8,525.9685,-13.88049
5151,37,75,14:27:24,199.5262,1,0,390,388.98,115.83,1.68E-03,4.49E-05,4045.171,151449.3,526.312,-14.05765
5152,37,76,14:27:29,177.8279,1,0,390,388.98,115.83,1.68E-03,4.51E-05,4556.782,169720.5,526.9546,-14.14807
5153,37,77,14:27:34,158.4893,1,0,390,388.98,115.83,1.68E-03,4.62E-05,5243.572,190427.5,526.9402,-14.50971
5154,37,78,14:27:39,141.2538,1,0,390,388.98,115.83,1.68E-03,4.61E-05,5863.656,213453.2,527.4603,-14.48957
5155,37,79,14:27:45,125.8925,1,0,390,388.98,115.83,1.68E-03,4.74E-05,6765.762,239360.7,527.7407,-14.9171
5156,37,80,14:27:50,112.2018,1,0,390,388.98,115.83,1.68E-03,4.76E-05,7630.166,268442.9,527.9802,-15.0072
5157,37,81,14:27:55,100,1,0,390,388.98,115.83,1.67E-03,4.84E-05,8700.577,301061.3,528.2053,-15.26497
5158,37,82,14:28:00,89.12509,1,0,390,388.98,115.83,1.68E-03,4.90E-05,9876.668,337909,528.019,-15.43335
5159,37,83,14:28:06,79.43282,1,0,390,388.98,115.83,1.67E-03,4.88E-05,11033.29,378775.2,528.5309,-15.39551
5160,37,84,14:28:11,70.79458,1,0,390,388.98,115.83,1.68E-03,4.98E-05,12655.29,425516.3,527.8615,-15.69913
5161,37,85,14:28:16,63.09574,1,0,390,388.98,115.83,1.67E-03,5.02E-05,14294.98,476842.9,528.5118,-15.84393
5162,37,86,14:28:22,56.23413,1,0,390,388.98,115.83,1.68E-03,5.06E-05,16172.22,535819.1,527.7237,-15.92789
5163,37,87,14:28:27,50.11872,1,0,390,388.98,115.83,1.68E-03,5.11E-05,18331.99,601314.4,527.6127,-16.08508
5164,37,88,14:28:32,44.66836,1,0,390,388.98,115.83,1.67E-03,5.20E-05,20918.28,673728.6,528.3439,-16.40429
5165,37,89,14:28:37,39.81071,1,0,390,388.98,115.83,1.67E-03,5.23E-05,23618.63,755874.6,528.3804,-16.51017
5166,37,90,14:28:43,35.48134,1,0,390,388.98,115.83,1.67E-03,5.18E-05,26252.76,847279.4,528.9039,-16.38797
5167,37,91,14:28:48,31.62278,1,0,390,388.98,115.83,1.67E-03,5.27E-05,29982.45,949553.8,529.5023,-16.71919
5168,37,92,14:28:53,28.18383,1,0,390,388.98,115.83,1.67E-03,5.22E-05,33268.18,1065493,529.476,-16.53197
5169,37,93,14:28:59,25.11886,1,0,390,388.98,115.83,1.67E-03,5.19E-05,37166.7,1196199,529.1733,-16.44177
5170,37,94,14:29:04,22.38721,1,0,390,388.98,115.83,1.67E-03,5.19E-05,41690.36,1340861,529.684,-16.46905
5171,37,95,14:29:09,19.95262,1,0,390,388.98,115.83,1.67E-03,5.22E-05,47011.93,1507716,528.5409,-16.48037
5172,37,96,14:29:15,17.78279,1,0,390,388.98,115.83,1.68E-03,5.23E-05,52905.77,1693732,527.9006,-16.48962
5173,37,97,14:29:20,15.84893,1,0,390,388.98,115.83,1.68E-03,5.23E-05,59325.5,1901118,527.7017,-16.46724
5174,37,98,14:29:25,14.12538,1,0,390,388.98,115.83,1.67E-03,5.21E-05,66305.52,2128252,528.9028,-16.47793
5175,37,99,14:29:31,12.58925,1,0,390,388.98,115.83,1.67E-03,5.13E-05,73249.38,2387517,529.0118,-16.23016
5176,37,100,14:29:36,11.22018,1,0,390,388.98,115.83,1.67E-03,5.01E-05,80340.82,2681535,528.5028,-15.83434
5177,37,101,14:29:41,10,1,0,390,388.98,115.83,1.67E-03,4.98E-05,89511.63,3008727,528.51,-15.72353
5178,37,102,14:29:47,8.91251,1,0,390,388.98,115.83,1.68E-03,4.90E-05,98856.78,3380964,527.726,-15.4303
5179,37,103,14:29:52,7.943283,1,0,390,388.98,115.83,1.68E-03,4.85E-05,109799.4,3795432,527.4675,-15.2593
5180,37,104,14:29:57,7.079458,1,0,390,388.98,115.83,1.68E-03,4.91E-05,124756.4,4262969,526.9097,-15.42009
5181,37,105,14:30:03,6.309574,1,0,390,388.98,115.83,1.68E-03,4.75E-05,135180.3,4782187,527.0439,-14.89819
5182,37,106,14:30:08,5.623414,1,0,390,388.98,115.83,1.68E-03,4.71E-05,150708.9,5365738,527.0457,-14.80327
5183,37,107,14:30:18,5.011872,1,0,390,388.98,115.83,1.68E-03,4.60E-05,164894.7,6026411,526.5462,-14.40736
5184,37,108,14:30:28,4.466836,1,0,390,388.98,115.83,1.68E-03,4.54E-05,182652.4,6770285,525.8929,-14.18782
5185,37,109,14:30:33,3.981072,1,0,390,388.98,115.83,1.68E-03,4.62E-05,208481.7,7601928,525.4966,-14.41166
5186,37,110,14:30:39,3.548134,1,0,390,388.98,115.83,1.68E-03,4.51E-05,228228.8,8526897,525.676,-14.07011
5187,37,111,14:30:44,3.162277,1,0,390,388.98,115.83,1.69E-03,4.53E-05,257568.5,9606184,523.549,-14.0378
5188,37,112,14:30:50,2.818383,1,0,390,388.98,115.83,1.69E-03,4.54E-05,289285.6,1.08E+07,524.1125,-14.08215
5189,37,113,14:30:56,2.511887,1,0,390,388.98,115.83,1.69E-03,4.49E-05,321002.3,1.21E+07,523.4041,-13.8889
5190,37,114,14:31:02,2.238721,1,0,390,388.98,115.83,1.69E-03,4.58E-05,367383.2,1.36E+07,521.9927,-14.09108
5191,37,115,14:31:07,1.995262,1,0,390,388.98,115.83,1.70E-03,4.49E-05,404619.8,1.53E+07,521.3353,-13.79638
5192,37,116,14:31:13,1.778279,1,0,390,388.98,115.83,1.70E-03,4.51E-05,455942.2,1.72E+07,520.2512,-13.79816
5193,37,117,14:31:18,1.584893,1,0,390,388.98,115.83,1.71E-03,4.43E-05,502004.8,1.93E+07,518.7294,-13.46051
5194,37,118,14:31:28,1.412537,1,0,390,388.98,115.83,1.71E-03,4.53E-05,576303.3,2.17E+07,518.9205,-13.78284
5195,37,119,14:31:34,1.258925,1,0,390,388.98,115.83,1.70E-03,4.60E-05,657061.9,2.43E+07,519.4832,-14.03608
5196,37,120,14:31:40,1.122018,1,0,390,388.98,115.83,1.71E-03,4.55E-05,729106.3,2.73E+07,518.2819,-13.81692
5197,37,121,14:31:45,1,1,0,390,388.98,115.83,1.72E-03,3.97E-05,713415.6,3.09E+07,514.9198,-11.8914
5198,37,122,14:31:51,0.8912509,1,0,390,388.98,115.83,1.83E-03,-2.04E-06,-41181.84,3.68E+07,484.9787,0.5424147
5199,37,123,14:31:57,0.7943283,1,0,390,388.98,115.83,1.93E-03,-3.57E-05,-807467.3,4.38E+07,457.7427,8.446861
5200,37,124,14:32:07,0.7079458,1,0,390,388.98,115.83,2.00E-03,-4.51E-05,-1144752,5.08E+07,442.4585,9.973711
5201,37,125,14:32:14,0.6309573,1,0,390,388.98,115.83,2.11E-03,-6.57E-05,-1870724,6.00E+07,420.2011,13.10769
5202,37,126,14:32:21,0.5623413,1,0,390,388.98,115.83,2.32E-03,-9.49E-05,-3034563,7.42E+07,380.9554,15.58657
5203,37,127,14:32:28,0.5011872,1,0,390,388.98,115.83,2.25E-03,-9.72E-05,-3486907,8.05E+07,393.5123,17.03531
5204,37,128,14:32:34,0.4466836,1,0,390,388.98,115.83,2.43E-03,-1.35E-04,-5440527,9.77E+07,363.5399,20.24274
5205,37,129,14:32:40,0.3981072,1,0,390,388.98,115.83,2.60E-03,-1.54E-04,-6957579,1.18E+08,338.794,20.04598
5206,37,130,14:32:47,0.3548134,1,0,390,388.98,115.83,2.68E-03,-1.62E-04,-8188982,1.36E+08,329.621,19.90769
5207,37,131,14:32:55,0.3162278,1,0,390,388.98,115.83,2.86E-03,-1.87E-04,-1.06E+07,1.63E+08,307.9174,20.10079
5208,37,132,14:33:04,0.2818383,1,0,390,388.98,115.83,3.02E-03,-2.29E-04,-1.46E+07,1.93E+08,291.0976,22.02497
5209,37,133,14:33:13,0.2511886,1,0,390,388.98,115.83,3.26E-03,-2.75E-04,-1.97E+07,2.33E+08,269.9082,22.79839
5210,37,134,14:33:19,0.2238721,1,0,390,388.98,115.83,3.34E-03,-1.74E-04,-1.40E+07,2.69E+08,264.0451,13.74345
5211,37,135,14:33:25,0.1995262,1,0,390,388.98,115.83,3.63E-03,-3.56E-04,-3.21E+07,3.27E+08,241.4783,23.70067
5212,37,136,14:33:32,0.1778279,1,0,390,388.98,115.83,3.79E-03,-3.28E-04,-3.31E+07,3.83E+08,232.0909,20.08993
5213,37,137,14:33:40,0.1584893,1,0,390,388.98,115.83,4.07E-03,-3.96E-04,-4.49E+07,4.62E+08,215.3578,20.93595
5214,37,138,14:33:48,0.1412538,1,0,390,388.98,115.83,3.98E-03,-3.68E-04,-4.69E+07,5.07E+08,220.4529,20.38435
5215,37,139,14:33:58,0.1258925,1,0,390,388.98,115.83,4.06E-03,-4.79E-04,-6.83E+07,5.79E+08,215.1686,25.37543
5216,37,140,14:34:09,0.1122018,1,0,390,388.98,115.83,4.55E-03,-4.20E-04,-6.72E+07,7.29E+08,192.8953,17.77962
5217,37,141,14:34:20,0.1,1,0,390,388.98,115.83,5.36E-03,-6.42E-04,-1.15E+08,9.63E+08,162.9366,19.53295
5218,38,1,14:44:32,1000000,1,0,400,398.96,125.81,2.44E-03,8.07E-04,14.51325,43.88728,326.8961,-108.1025
5219,38,2,14:44:37,891250.9,1,0,400,398.96,125.81,2.39E-03,7.46E-04,15.04618,48.25882,337.2523,-105.1488
5220,38,3,14:44:42,794328.2,1,0,400,398.96,125.81,2.35E-03,6.90E-04,15.60659,53.21042,346.724,-101.694
5221,38,4,14:44:48,707945.8,1,0,400,398.96,125.81,2.31E-03,6.38E-04,16.19757,58.76637,355.5422,-97.99684
5222,38,5,14:44:55,630957.3,1,0,400,398.96,125.81,2.28E-03,5.90E-04,16.82007,65.0042,363.6917,-94.10651
5223,38,6,14:45:00,562341.3,1,0,400,398.96,125.81,2.25E-03,5.46E-04,17.46574,71.93758,371.5268,-90.20306
5224,38,7,14:45:05,501187.3,1,0,400,398.96,125.81,2.22E-03,5.06E-04,18.14081,79.76958,378.5156,-86.08015
5225,38,8,14:45:10,446683.6,1,0,400,398.96,125.81,0.0022004,4.68E-04,18.85195,88.54687,384.9413,-81.95539
5226,38,9,14:45:16,398107.2,1,0,400,398.96,125.81,2.18E-03,4.34E-04,19.58757,98.36049,390.9394,-77.85191
5227,38,10,14:45:21,354813.4,1,0,400,398.96,125.81,2.16E-03,4.02E-04,20.35889,109.3545,396.4474,-73.80793
5228,38,11,14:45:26,316227.8,1,0,400,398.96,125.81,2.14E-03,3.72E-04,21.17036,121.6548,401.5453,-69.87688
5229,38,12,14:45:32,281838.3,1,0,400,398.96,125.81,2.12E-03,3.45E-04,22.03459,135.4177,406.2522,-66.10361
5230,38,13,14:45:37,251188.6,1,0,400,398.96,125.81,2.11E-03,3.21E-04,22.95721,150.8193,410.5969,-62.49969
5231,38,14,14:45:42,223872.1,1,0,400,398.96,125.81,2.09E-03,2.98E-04,23.92884,168.0509,414.6313,-59.03954
5232,38,15,14:45:47,199526.2,1,0,400,398.96,125.81,2.08E-03,2.77E-04,24.96068,187.338,418.3621,-55.74205
5233,38,16,14:45:53,177828,1,0,400,398.96,125.81,2.07E-03,2.57E-04,25.96849,208.9754,421.7643,-52.41087
5234,38,17,14:45:58,158489.3,1,0,400,398.96,125.81,2.06E-03,2.38E-04,27.02958,233.1108,425.0675,-49.28728
5235,38,18,14:46:03,141253.8,1,0,400,398.96,125.81,2.04E-03,2.21E-04,28.15773,260.1901,428.0285,-46.32118
5236,38,19,14:46:09,125892.5,1,0,400,398.96,125.81,2.03E-03,2.06E-04,29.36073,290.5071,430.7745,-43.53716
5237,38,20,14:46:14,112201.9,1,0,400,398.96,125.81,2.03E-03,1.91E-04,30.57594,324.5162,433.2567,-40.82148
5238,38,21,14:46:19,100000,1,0,400,398.96,125.81,2.02E-03,1.77E-04,31.81393,362.762,435.3825,-38.1827
5239,38,22,14:46:24,89125.09,1,0,400,398.96,125.81,2.01E-03,1.65E-04,33.25581,405.4734,437.4678,-35.87991
5240,38,23,14:46:30,79432.82,1,0,400,398.96,125.81,2.00E-03,1.54E-04,34.9068,453.34,439.3685,-33.83101
5241,38,24,14:46:35,70794.58,1,0,400,398.96,125.81,2.00E-03,1.45E-04,36.72257,506.9625,441.135,-31.95426
5242,38,25,14:46:43,63095.73,1,0,400,398.96,125.81,1.99E-03,1.39E-04,39.58651,567.2792,442.5004,-30.87906
5243,38,26,14:46:48,56234.13,1,0,400,398.96,125.81,1.98E-03,1.30E-04,41.51155,634.2711,444.3131,-29.07924
5244,38,27,14:46:53,50118.72,1,0,400,398.96,125.81,1.98E-03,1.22E-04,43.73418,711.0638,444.9097,-27.3643
5245,38,28,14:46:59,44668.36,1,0,400,398.96,125.81,1.98E-03,1.14E-04,45.99911,797.2923,445.4095,-25.69752
5246,38,29,14:47:04,39810.72,1,0,400,398.96,125.81,1.98E-03,1.09E-04,49.18771,895.5284,445.0743,-24.44611
5247,38,30,14:47:09,35481.34,1,0,400,398.96,125.81,1.98E-03,1.02E-04,51.74999,1001.786,446.5681,-23.06868
5248,38,31,14:47:15,31622.78,1,0,400,398.96,125.81,1.96E-03,9.75E-05,55.43858,1115.164,450.2043,-22.38119
5249,38,32,14:47:20,28183.83,1,0,400,398.96,125.81,1.96E-03,9.19E-05,58.59712,1251.794,450.1287,-21.07075
5250,38,33,14:47:25,25118.86,1,0,400,398.96,125.81,1.97E-03,8.82E-05,63.11897,1406.311,449.6401,-20.18104
5251,38,34,14:47:30,22387.21,1,0,400,398.96,125.81,1.96E-03,8.39E-05,67.36427,1574.656,450.6509,-19.27898
5252,38,35,14:47:36,19952.62,1,0,400,398.96,125.81,1.96E-03,8.01E-05,72.14371,1763.503,451.5626,-18.47312
5253,38,36,14:47:41,17782.79,1,0,400,398.96,125.81,1.95E-03,7.65E-05,77.34068,1971.552,453.2568,-17.7805
5254,38,37,14:47:46,15848.93,1,0,400,398.96,125.81,1.94E-03,7.24E-05,82.07332,2195.872,456.6747,-17.06876
5255,38,38,14:47:52,14125.38,1,0,400,398.96,125.81,1.93E-03,7.00E-05,89.06812,2456.073,458.1504,-16.61457
5256,38,39,14:47:57,12589.25,1,0,400,398.96,125.81,1.93E-03,6.68E-05,95.3373,2760.292,457.4541,-15.79994
5257,38,40,14:48:02,11220.18,1,0,400,398.96,125.81,1.93E-03,6.43E-05,102.9329,3093.933,457.9616,-15.23605
5258,38,41,14:48:07,10000,1,0,400,398.96,125.81,1.93E-03,6.24E-05,112.195,3474.425,457.5985,-14.77662
5259,38,42,14:48:13,8912.51,1,0,400,398.96,125.81,1.93E-03,5.91E-05,119.1062,3887.96,458.8715,-14.05736
5260,38,43,14:48:18,7943.282,1,0,400,398.96,125.81,1.92E-03,5.90E-05,133.4339,4354.3,459.7209,-14.08777
5261,38,44,14:48:23,7079.458,1,0,400,398.96,125.81,1.92E-03,5.48E-05,139.0664,4873.222,460.9465,-13.15396
5262,38,45,14:48:29,6309.573,1,0,400,398.96,125.81,1.91E-03,5.47E-05,155.848,5441.948,463.1373,-13.26345
5263,38,46,14:48:34,5623.413,1,0,400,398.96,125.81,1.91E-03,5.21E-05,166.6358,6114.549,462.5231,-12.60484
5264,38,47,14:48:39,5011.873,1,0,400,398.96,125.81,1.91E-03,5.18E-05,185.7412,6858.888,462.6452,-12.5286
5265,38,48,14:48:45,4466.836,1,0,400,398.96,125.81,1.91E-03,4.98E-05,200.5018,7683.422,463.4148,-12.09298
5266,38,49,14:48:50,3981.072,1,0,400,398.96,125.81,1.91E-03,4.82E-05,217.6266,8604.014,464.3456,-11.74498
5267,38,50,14:48:55,3548.134,1,0,400,398.96,125.81,1.90E-03,4.74E-05,240.2137,9638.934,465.0735,-11.59019
5268,38,51,14:49:00,3162.278,1,0,400,398.96,125.81,1.90E-03,4.67E-05,265.6035,10798.57,465.791,-11.45667
5269,38,52,14:49:06,2818.383,1,0,400,398.96,125.81,1.90E-03,4.60E-05,293.1356,12095.98,466.5779,-11.30711
5270,38,53,14:49:11,2511.886,1,0,400,398.96,125.81,1.89E-03,4.58E-05,327.598,13552.62,467.2437,-11.29436
5271,38,54,14:49:16,2238.721,1,0,400,398.96,125.81,1.89E-03,4.58E-05,367.6452,15189.37,467.7632,-11.32179
5272,38,55,14:49:22,1995.262,1,0,400,398.96,125.81,1.89E-03,4.51E-05,406.1627,17025.76,468.238,-11.17018
5273,38,56,14:49:27,1778.279,1,0,400,398.96,125.81,1.89E-03,4.42E-05,446.808,19066.44,469.1507,-10.9942
5274,38,57,14:49:32,1584.893,1,0,400,398.96,125.81,1.88E-03,4.39E-05,497.6832,21349.24,470.1127,-10.95904
5275,38,58,14:49:38,1412.537,1,0,400,398.96,125.81,1.88E-03,4.33E-05,551.5505,23927.88,470.6364,-10.84842
5276,38,59,14:49:43,1258.925,1,0,400,398.96,125.81,1.88E-03,4.35E-05,621.2012,26815.94,471.1881,-10.91525
5277,38,60,14:49:48,1122.018,1,0,400,398.96,125.81,1.88E-03,4.35E-05,697.2802,30053.84,471.7227,-10.94446
5278,38,61,14:49:53,1000,1,0,400,398.96,125.81,1.87E-03,4.37E-05,784.8489,33683.35,472.2471,-11.00373
5279,38,62,14:49:59,891.251,1,0,400,398.96,125.81,1.87E-03,4.35E-05,878.0485,37755.34,472.7233,-10.99378
5280,38,63,14:50:04,794.3282,1,0,400,398.96,125.81,1.87E-03,4.39E-05,992.6085,42301.21,473.4001,-11.10845
5281,38,64,14:50:09,707.9457,1,0,400,398.96,125.81,1.87E-03,4.40E-05,1116.011,47446.31,473.5629,-11.13893
5282,38,65,14:50:15,630.9573,1,0,400,398.96,125.81,1.87E-03,4.45E-05,1269.086,53176.64,474.0805,-11.31416
5283,38,66,14:50:20,562.3413,1,0,400,398.96,125.81,1.86E-03,4.39E-05,1404.536,59522.54,475.2225,-11.21369
5284,38,67,14:50:25,501.1872,1,0,400,398.96,125.81,1.86E-03,4.32E-05,1549.781,66638.93,476.2746,-11.07643
5285,38,68,14:50:31,446.6836,1,0,400,398.96,125.81,1.86E-03,4.39E-05,1766.908,74745.16,476.425,-11.26226
5286,38,69,14:50:36,398.1072,1,0,400,398.96,125.81,1.86E-03,4.43E-05,1999.117,83834.77,476.5946,-11.36484
5287,38,70,14:50:41,354.8134,1,0,400,398.96,125.81,1.86E-03,4.57E-05,2317.344,93999.51,476.9038,-11.75698
5288,38,71,14:50:47,316.2278,1,0,400,398.96,125.81,1.85E-03,4.52E-05,2571.093,105245.7,477.9216,-11.67535
5289,38,72,14:50:54,281.8383,1,0,400,398.96,125.81,0.0018523,4.57E-05,2912.083,118136.2,477.7201,-11.77591
5290,38,73,14:50:59,251.1886,1,0,400,398.96,125.81,1.85E-03,4.60E-05,3293.686,132741.7,477.03,-11.83642
5291,38,74,14:51:04,223.8721,1,0,400,398.96,125.81,1.85E-03,4.82E-05,3872.826,148925.9,477.0417,-12.40549
5292,38,75,14:51:09,199.5262,1,0,400,398.96,125.81,1.86E-03,4.92E-05,4428.677,167252.1,476.5893,-12.61963
5293,38,76,14:51:15,177.8279,1,0,400,398.96,125.81,1.85E-03,4.98E-05,5036.115,187407.9,477.2203,-12.82409
5294,38,77,14:51:20,158.4893,1,0,400,398.96,125.81,1.85E-03,4.95E-05,5609.401,210064.4,477.7034,-12.75624
5295,38,78,14:51:25,141.2538,1,0,400,398.96,125.81,1.85E-03,5.08E-05,6461.409,235334.2,478.4184,-13.1356
5296,38,79,14:51:30,125.8925,1,0,400,398.96,125.81,1.85E-03,5.26E-05,7517.256,263915.1,478.6344,-13.63324
5297,38,80,14:51:36,112.2018,1,0,400,398.96,125.81,0.0018472,5.33E-05,8542.483,295927.7,478.9311,-13.82521
5298,38,81,14:51:41,100,1,0,400,398.96,125.81,1.85E-03,5.39E-05,9687.957,331915,479.097,-13.98392
5299,38,82,14:51:46,89.12509,1,0,400,398.96,125.81,1.85E-03,5.46E-05,11011.82,372679.2,478.7471,-14.14588
5300,38,83,14:51:52,79.43282,1,0,400,398.96,125.81,1.85E-03,5.45E-05,12333.9,417785.1,479.1693,-14.14609
5301,38,84,14:51:57,70.79458,1,0,400,398.96,125.81,1.85E-03,5.61E-05,14239.24,468773.4,479.1337,-14.55393
5302,38,85,14:52:02,63.09574,1,0,400,398.96,125.81,1.85E-03,5.62E-05,16015.36,526597.6,478.5638,-14.55452
5303,38,86,14:52:07,56.23413,1,0,400,398.96,125.81,1.85E-03,5.66E-05,18078.82,590964,478.4681,-14.63734
5304,38,87,14:52:13,50.11872,1,0,400,398.96,125.81,1.84E-03,5.65E-05,20246.11,661568.6,479.5554,-14.67593
5305,38,88,14:52:18,44.66836,1,0,400,398.96,125.81,1.84E-03,5.69E-05,22892.76,741797.3,479.8677,-14.8093
5306,38,89,14:52:23,39.81071,1,0,400,398.96,125.81,1.85E-03,5.65E-05,25526.58,833287.2,479.3119,-14.68304
5307,38,90,14:52:29,35.48134,1,0,400,398.96,125.81,1.85E-03,5.61E-05,28398.97,935049.8,479.2753,-14.55636
5308,38,91,14:52:34,31.62278,1,0,400,398.96,125.81,1.85E-03,5.67E-05,32251.04,1049558,479.0756,-14.72114
5309,38,92,14:52:39,28.18383,1,0,400,398.96,125.81,1.85E-03,5.70E-05,36353.83,1178607,478.6721,-14.76452
5310,38,93,14:52:44,25.11886,1,0,400,398.96,125.81,1.85E-03,5.67E-05,40600.78,1322430,478.6723,-14.69602
5311,38,94,14:52:50,22.38721,1,0,400,398.96,125.81,1.85E-03,5.79E-05,46460.08,1484539,478.4136,-14.97242
5312,38,95,14:52:55,19.95262,1,0,400,398.96,125.81,1.85E-03,5.79E-05,52131.54,1666714,478.1173,-14.95457
